1p34.3	1:36088884-36093931	ADPRHL2, ARH3, CONDSIAS	ADP-ribosylhydrolase-like 2	610624	ADPRS	54936	ENSG00000116863,ENST00000373178.5	Neurodegeneration, childhood-onset, stress-induced, with variable ataxia and seizures	618170	Autosomal recessive	3	Adprhl2
5q31.1	5:132875380-132963654	AFF4, AF5Q31, CHOPS	AF4/FMR2 family, member 4	604417	AFF4	27125	ENSG00000072364,ENST00000265343.10	CHOPS syndrome	616368	Autosomal dominant	3	Aff4
18p11.21	18:12328943-12377308	AFG3L2, SCA28, SPAX5, OPA12	ATPase family gene 3-like 2	604581	AFG3L2	10939	ENSG00000141385,ENST00000269143.8	Optic atrophy 12	618977		3	Afg3l2
18p11.21	18:12328943-12377308	AFG3L2, SCA28, SPAX5, OPA12	ATPase family gene 3-like 2	604581	AFG3L2	10939	ENSG00000141385,ENST00000269143.8	Spastic ataxia 5, autosomal recessive	614487	Autosomal recessive	3	Afg3l2
18p11.21	18:12328943-12377308	AFG3L2, SCA28, SPAX5, OPA12	ATPase family gene 3-like 2	604581	AFG3L2	10939	ENSG00000141385,ENST00000269143.8	Spinocerebellar ataxia 28	610246	Autosomal dominant	3	Afg3l2
1p21.2	1:99850076-99924022	AGL, GDE	Amylo-1,6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme)	610860	AGL	178	ENSG00000162688,ENST00000294724.8	Glycogen storage disease IIIa	232400	Autosomal recessive	3	Agl
1p21.2	1:99850076-99924022	AGL, GDE	Amylo-1,6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme)	610860	AGL	178	ENSG00000162688,ENST00000294724.8	Glycogen storage disease IIIb	232400	Autosomal recessive	3	Agl
6q23.3	6:135283531-135497770	AHI1	Abelson helper integration site 1	608894	AHI1	54806	ENSG00000135541,ENST00000367800.8	Joubert syndrome 3	608629	Autosomal recessive	3	Ahi1
3q27.3	3:186613059-186621317	AHSG, APMR1	Alpha-2HS-glycoprotein	138680	AHSG	197	ENSG00000145192,ENST00000273784.5	?Alopecia-mental retardation syndrome 1	203650	Autosomal recessive	3	Ahsg
Xq26.1	X:130129361-130165886	AIFM1, PDCD8, AIF, COXPD6, COWCK, CMTX4, DFNX5, SEMDHL	Apoptosis-inducing factor, mitochondrion-associated, 1	300169	AIFM1	9131	ENSG00000156709,ENST00000460436.6	Combined oxidative phosphorylation deficiency 6	300816	X-linked recessive	3	Aifm1
Xq26.1	X:130129361-130165886	AIFM1, PDCD8, AIF, COXPD6, COWCK, CMTX4, DFNX5, SEMDHL	Apoptosis-inducing factor, mitochondrion-associated, 1	300169	AIFM1	9131	ENSG00000156709,ENST00000460436.6	Cowchock syndrome	310490	X-linked recessive	3	Aifm1
Xq26.1	X:130129361-130165886	AIFM1, PDCD8, AIF, COXPD6, COWCK, CMTX4, DFNX5, SEMDHL	Apoptosis-inducing factor, mitochondrion-associated, 1	300169	AIFM1	9131	ENSG00000156709,ENST00000460436.6	Deafness, X-linked 5	300614	X-linked recessive	3	Aifm1
Xq26.1	X:130129361-130165886	AIFM1, PDCD8, AIF, COXPD6, COWCK, CMTX4, DFNX5, SEMDHL	Apoptosis-inducing factor, mitochondrion-associated, 1	300169	AIFM1	9131	ENSG00000156709,ENST00000460436.6	Spondyloepimetaphyseal dysplasia, X-linked, with hypomyelinating leukodystrophy	300232	X-linked recessive	3	Aifm1
1p35.1	1:33007939-33036910	AK2	Adenylate kinase-2, mitochondrial	103020	AK2	204	ENSG00000004455,ENST00000467905.5	Reticular dysgenesis	267500	Autosomal recessive	3	Ak2
10q24.1	10:95605937-95656900	ALDH18A1, PYCS, GSAS, ARCL3A, SPG9A, SPG9B, ADCL3	Aldehyde dehydrogenase 18 family, member A1 (1-pyrroline-5-carboxylate synthetase)	138250	ALDH18A1	5832	ENSG00000059573,ENST00000371221.3	Cutis laxa, autosomal dominant 3	616603	Autosomal dominant	3	Aldh18a1
10q24.1	10:95605937-95656900	ALDH18A1, PYCS, GSAS, ARCL3A, SPG9A, SPG9B, ADCL3	Aldehyde dehydrogenase 18 family, member A1 (1-pyrroline-5-carboxylate synthetase)	138250	ALDH18A1	5832	ENSG00000059573,ENST00000371221.3	Cutis laxa, autosomal recessive, type IIIA	219150	Autosomal recessive	3	Aldh18a1
10q24.1	10:95605937-95656900	ALDH18A1, PYCS, GSAS, ARCL3A, SPG9A, SPG9B, ADCL3	Aldehyde dehydrogenase 18 family, member A1 (1-pyrroline-5-carboxylate synthetase)	138250	ALDH18A1	5832	ENSG00000059573,ENST00000371221.3	Spastic paraplegia 9A, autosomal dominant	601162	Autosomal dominant	3	Aldh18a1
10q24.1	10:95605937-95656900	ALDH18A1, PYCS, GSAS, ARCL3A, SPG9A, SPG9B, ADCL3	Aldehyde dehydrogenase 18 family, member A1 (1-pyrroline-5-carboxylate synthetase)	138250	ALDH18A1	5832	ENSG00000059573,ENST00000371221.3	Spastic paraplegia 9B, autosomal recessive	616586	Autosomal recessive	3	Aldh18a1
13q14.3	13:52012397-52033599	ALG11, KIAA1266, CDG1P	ALG11 alpha-1,2-mannosyltransferase	613666	ALG11	440138	ENSG00000253710,ENST00000521508.2	Congenital disorder of glycosylation, type Ip	613661	Autosomal recessive	3	Alg11
22q13.33	22:49860162-49918468	ALG12, CDG1G	ALG12 alpha-1,6-mannosyltransferase	607144	ALG12	79087	ENSG00000182858,ENST00000330817.11	Congenital disorder of glycosylation, type Ig	607143	Autosomal recessive	3	Alg12
2p13.1	2:73385757-73609918	ALMS1, ALSS, KIAA0328	ALMS1 centrosome and basal body associated protein	606844	ALMS1	7840	ENSG00000116127,ENST00000613296.5	Alstrom syndrome	203800	Autosomal recessive	3	Alms1
1p13.3	1:110059869-110070671	ALX3, FND1	Aristaless-like homeobox 3	606014	ALX3	257	ENSG00000156150,ENST00000647563.2	Frontonasal dysplasia 1	136760	Autosomal recessive	3	Alx3
Xq11.2	X:64185116-64205707	AMER1, FAM123B, WTX, OSCS	APC membrane recruitment protein 1	300647	AMER1	139285	ENSG00000184675,ENST00000374869.8	Osteopathia striata with cranial sclerosis	300373	X-linked dominant	3	Amer1
Xq23	X:110194185-110440232	AMMECR1, MFHIEN	Alport syndrome, mental retardation, midface hypoplasia, and elliptocytosis chromosomal region gene 1	300195	AMMECR1	9949	ENSG00000101935,ENST00000372059.6	Midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis	300990	X-linked recessive	3	Ammecr1
8p11.21	8:41653224-41896740	ANK1, SPH1	Ankyrin-1, erythrocytic	612641	ANK1	286	ENSG00000029534,ENST00000289734.12	Spherocytosis, type 1	182900	Autosomal dominant; Autosomal recessive	3	Ank1
5p15.2	5:14704799-14871777	ANKH, HANK, ANK, CMDJ, CCAL2, CPPDD	ANKH inorganic pyrophosphate transport regulator	605145	ANKH	56172	ENSG00000154122,ENST00000284268.8	Chondrocalcinosis 2	118600	Autosomal dominant	3	Ank
5p15.2	5:14704799-14871777	ANKH, HANK, ANK, CMDJ, CCAL2, CPPDD	ANKH inorganic pyrophosphate transport regulator	605145	ANKH	56172	ENSG00000154122,ENST00000284268.8	Craniometaphyseal dysplasia	123000	Autosomal dominant	3	Ank
16q24.3	16:89267618-89490560	ANKRD11, ANCO1, KBGS	Ankyrin repeat domain-containing protein 11	611192	ANKRD11	29123	ENSG00000167522,ENST00000378330.7	KBG syndrome	148050	Autosomal dominant	3	Ankrd11
Xp22.31	X:8528873-8732136	ANOS1, KAL1, KMS, ADMLX, HH1	Anosmin 1	300836	ANOS1	3730	ENSG00000011201,ENST00000262648.8	Hypogonadotropic hypogonadism 1 with or without anosmia (Kallmann syndrome 1)	308700	X-linked recessive	3	
22q12.2	22:29327679-29388582	AP1B1, ADTB1, BAM22, CLAPB2, KIDAR	Adaptor-related protein complex 1, beta 1 subunit (adaptin, beta)	600157	AP1B1	162	ENSG00000100280,ENST00000357586.6	Keratitis-ichthyosis-deafness syndrome, autosomal recessive	242150	Autosomal recessive	3	Ap1b1
7q22.1	7:101154475-101161275	AP1S1, CLAPS1, AP19, MEDNIK	Adaptor-related protein complex 1, sigma 1 subunit	603531	AP1S1	1174	ENSG00000106367,ENST00000337619.11	MEDNIK syndrome	609313	Autosomal recessive	3	Ap1s1
5q14.1	5:78000521-78294703	AP3B1, ADTB3A, HPS2	Adaptor-related protein complex 3, beta 1 subunit (adaptin, beta-3a)	603401	AP3B1	8546	ENSG00000132842,ENST00000519295.5	Hermansky-Pudlak syndrome 2	608233	Autosomal recessive	3	Ap3b1
19p13.3	19:2100987-2151565	AP3D1, HPS10	Adaptor-related protein complex 3, delta-1 subunit	607246	AP3D1	8943	ENSG00000065000,ENST00000643116.2	?Hermansky-Pudlak syndrome 10	617050	Autosomal recessive	3	Ap3d1
1p13.2	1:113894193-113905066	AP4B1, SPG47, CPSQ5	Adaptor-related protein complex 4, beta-1 subunit	607245	AP4B1	10717	ENSG00000134262,ENST00000369569.6	Spastic paraplegia 47, autosomal recessive	614066	Autosomal recessive	3	Ap4b1
14q12	14:31025105-31096449	AP4S1, CPSQ6, SPG52	Adaptor-related protein complex 4, sigma-1 subunit	607243	AP4S1	11154	ENSG00000100478,ENST00000542754.7	Spastic paraplegia 52, autosomal recessive	614067	Autosomal recessive	3	Ap4s1
11q23.3	11:116835750-116837949	APOA1, HPALP2	Apolipoprotein A-I	107680	APOA1	335	ENSG00000118137,ENST00000236850.4	Amyloidosis, 3 or more types	105200	Autosomal dominant	3	Apoa1
11q23.3	11:116835750-116837949	APOA1, HPALP2	Apolipoprotein A-I	107680	APOA1	335	ENSG00000118137,ENST00000236850.4	ApoA-I and apoC-III deficiency, combined	618463		3	Apoa1
11q23.3	11:116835750-116837949	APOA1, HPALP2	Apolipoprotein A-I	107680	APOA1	335	ENSG00000118137,ENST00000236850.4	Hypoalphalipoproteinemia, primary, 2, with or without corneal clouding	618463		3	Apoa1
9p21.1	9:32883871-33025119	APTX, AOA, AOA1	Aprataxin	606350	APTX	54840	ENSG00000137074,ENST00000379817.7	Ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia	208920	Autosomal recessive	3	Aptx
17q25.3	17:81867718-81871336	ARHGDIA, GDIA1, NPHS8	Rho GDP dissociation inhibitor (GDI) alpha	601925	ARHGDIA	396	ENSG00000141522,ENST00000541078.6	Nephrotic syndrome, type 8	615244	Autosomal recessive	3	Arhgdia
6q25.3	6:156776025-157210778	ARID1B, BAF250B, KIAA1235, MRD12, CSS1	AT-rich interaction domain-containing protein 1B	614556	ARID1B	57492	ENSG00000049618,ENST00000637904.1	Coffin-Siris syndrome 1	135900	Autosomal dominant	3	Arid1b
12q12	12:45729705-45908036	ARID2, BAF200, KIAA1557, CSS6	AT-rich interaction domain-containing protein 2	609539	ARID2	196528	ENSG00000189079,ENST00000422737.6	Coffin-Siris syndrome 6	617808	Autosomal dominant	3	Arid2
3q11.2	3:97762580-97812584	ARL6, BBS3, RP55	ADP-ribosylation factor-like 6	608845	ARL6	84100	ENSG00000113966,ENST00000463745.6	?Retinitis pigmentosa 55	613575		3	Arl6
3q11.2	3:97762580-97812584	ARL6, BBS3, RP55	ADP-ribosylation factor-like 6	608845	ARL6	84100	ENSG00000113966,ENST00000463745.6	{Bardet-Biedl syndrome 1, modifier of}	209900	Autosomal recessive; Digenic recessive	3	Arl6
3q11.2	3:97762580-97812584	ARL6, BBS3, RP55	ADP-ribosylation factor-like 6	608845	ARL6	84100	ENSG00000113966,ENST00000463745.6	Bardet-Biedl syndrome 3	600151	Autosomal recessive	3	Arl6
5q14.1	5:78777208-78986086	ARSB, MPS6	Arylsulfatase B	611542	ARSB	411	ENSG00000113273,ENST00000264914.10	Mucopolysaccharidosis type VI (Maroteaux-Lamy)	253200	Autosomal recessive	3	Arsb
Xp22.33	X:2934520-2968244	ARSE, CDPX1, CDPXR	Arylsulfatase E	300180	ARSL	415	ENSG00000157399,ENST00000381134.9	Chondrodysplasia punctata, X-linked recessive	302950	X-linked recessive	3	
8p22	8:18055991-18084960	ASAH1, AC, SMAPME	N-acylsphingosine amidohydrolase (acid ceramidase) 1	613468	ASAH1	427	ENSG00000104763,ENST00000314146.10	Farber lipogranulomatosis	228000	Autosomal recessive	3	Asah1
8p22	8:18055991-18084960	ASAH1, AC, SMAPME	N-acylsphingosine amidohydrolase (acid ceramidase) 1	613468	ASAH1	427	ENSG00000104763,ENST00000314146.10	Spinal muscular atrophy with progressive myoclonic epilepsy	159950	Autosomal recessive	3	Asah1
1q22	1:155335262-155563159	ASH1L, KIAA1420, ASH1, MRD52	ASH1-like histone lysine methyltransferase	607999	ASH1L	55870	ENSG00000116539,ENST00000368346.7	Mental retardation, autosomal dominant 52	617796	Autosomal dominant	3	Ash1l
17p13.2	17:3473645-3503404	ASPA	Aspartoacylase (aminoacylase-2)	608034	ASPA	443	ENSG00000108381,ENST00000263080.3	Canavan disease	271900	Autosomal recessive	3	Aspa
1q31.3	1:197084126-197146693	ASPM, MCPH5	Abnormal spindle-like, microcephaly-associated	605481	ASPM	259266	ENSG00000066279,ENST00000294732.11	Microcephaly 5, primary, autosomal recessive	608716	Autosomal recessive	3	Aspm
20q11.21	20:32358061-32439318	ASXL1, KIAA0978, BOPS, MDS	ASXL transcriptional regulator 1	612990	ASXL1	171023	ENSG00000171456,ENST00000646367.1	Bohring-Opitz syndrome	605039	Autosomal dominant	3	Asxl1
20q11.21	20:32358061-32439318	ASXL1, KIAA0978, BOPS, MDS	ASXL transcriptional regulator 1	612990	ASXL1	171023	ENSG00000171456,ENST00000646367.1	Myelodysplastic syndrome, somatic	614286		3	Asxl1
14q22.1	14:50533081-50633067	ATL1, SPG3A, HSN1D	Atlastin GTPase 1	606439	ATL1	51062	ENSG00000198513,ENST00000441560.6	Neuropathy, hereditary sensory, type ID	613708	Autosomal dominant	3	Atl1
14q22.1	14:50533081-50633067	ATL1, SPG3A, HSN1D	Atlastin GTPase 1	606439	ATL1	51062	ENSG00000198513,ENST00000441560.6	Spastic paraplegia 3A, autosomal dominant	182600	Autosomal dominant	3	Atl1
12p13.31	12:6924458-6942320	ATN1, DRPLA, HRS, NOD, CHEDDA	Atrophin 1	607462	ATN1	1822	ENSG00000111676,ENST00000356654.8	Congenital hypotonia, epilepsy, developmental delay, and digital anomalies	618494	Autosomal dominant	3	Atn1
12p13.31	12:6924458-6942320	ATN1, DRPLA, HRS, NOD, CHEDDA	Atrophin 1	607462	ATN1	1822	ENSG00000111676,ENST00000356654.8	Dentatorubral-pallidoluysian atrophy	125370	Autosomal dominant	3	Atn1
1q23.2	1:160115758-160143590	ATP1A2, FHM2, MHP2	ATPase, Na+K+ transporting, alpha-2 polypeptide	182340	ATP1A2	477	ENSG00000018625,ENST00000361216.8	Alternating hemiplegia of childhood 1	104290	Autosomal dominant	3	Atp1a2
1q23.2	1:160115758-160143590	ATP1A2, FHM2, MHP2	ATPase, Na+K+ transporting, alpha-2 polypeptide	182340	ATP1A2	477	ENSG00000018625,ENST00000361216.8	Migraine, familial basilar	602481	Autosomal dominant	3	Atp1a2
1q23.2	1:160115758-160143590	ATP1A2, FHM2, MHP2	ATPase, Na+K+ transporting, alpha-2 polypeptide	182340	ATP1A2	477	ENSG00000018625,ENST00000361216.8	Migraine, familial hemiplegic, 2	602481	Autosomal dominant	3	Atp1a2
19q13.2	19:41966581-41994229	ATP1A3, DYT12, RDP, AHC2, CAPOS	ATPase, Na+K+ transporting, alpha-3 polypeptide	182350	ATP1A3	478	ENSG00000105409,ENST00000543770.5	Alternating hemiplegia of childhood 2	614820	Autosomal dominant	3	Atp1a3
19q13.2	19:41966581-41994229	ATP1A3, DYT12, RDP, AHC2, CAPOS	ATPase, Na+K+ transporting, alpha-3 polypeptide	182350	ATP1A3	478	ENSG00000105409,ENST00000543770.5	CAPOS syndrome	601338	Autosomal dominant	3	Atp1a3
19q13.2	19:41966581-41994229	ATP1A3, DYT12, RDP, AHC2, CAPOS	ATPase, Na+K+ transporting, alpha-3 polypeptide	182350	ATP1A3	478	ENSG00000105409,ENST00000543770.5	Dystonia-12	128235	Autosomal dominant	3	Atp1a3
12q24.11	12:110281246-110351092	ATP2A2, ATP2B, DAR	ATPase, Ca++ transporting, slow-twitch, cardiac muscle-2	108740	ATP2A2	488	ENSG00000174437,ENST00000308664.10	Acrokeratosis verruciformis	101900	Autosomal dominant	3	Atp2a2
12q24.11	12:110281246-110351092	ATP2A2, ATP2B, DAR	ATPase, Ca++ transporting, slow-twitch, cardiac muscle-2	108740	ATP2A2	488	ENSG00000174437,ENST00000308664.10	Darier disease	124200	Autosomal dominant	3	Atp2a2
3p25.3	3:10324022-10707961	ATP2B2, PMCA2	ATPase, Ca++ transporting, plasma membrane, 2	108733	ATP2B2	491	ENSG00000157087,ENST00000360273.7	Deafness, autosomal dominant 	601386	Autosomal dominant	3	Atp2b2
Xq28	X:154428668-154436515	ATP6AP1, ATP6IP1, ATP6S1, VATPS1	ATPase, H+ transporting, lysosomal, accessory protein 1	300197	ATP6AP1	537	ENSG00000071553,ENST00000369762.7	Immunodeficiency 47	300972	X-linked recessive	3	Atp6ap1
7q34	7:138706293-138799838	ATP6V0A4, ATP6N1B, VPP2, RTA1C, RTADR	ATPase, H+ transporting, V0 subunit a4	605239	ATP6V0A4	50617	ENSG00000105929,ENST00000310018.7	Renal tubular acidosis, distal, autosomal recessive	602722		3	Atp6v0a4
2p13.3	2:70935899-70965430	ATP6B1, VPP3	ATPase, H+ transporting, lysosomal, beta polypeptide, 58kD (vacuolar proton pump, subunit 3)	192132	ATP6V1B1	525	ENSG00000116039,ENST00000234396.10	Renal tubular acidosis with deafness	267300	Autosomal recessive	3	Atp6v1b1
8p21.3	8:20197374-20226851	ATP6V1B2, ATP6B2, VPP3, DOOD, ZLS2	ATPase, H+ transporting, V1 subunit B2	606939	ATP6V1B2	526	ENSG00000147416,ENST00000276390.7	Deafness, congenital, with onychodystrophy, autosomal dominant	124480	Autosomal dominant	3	Atp6v1b2
8p21.3	8:20197374-20226851	ATP6V1B2, ATP6B2, VPP3, DOOD, ZLS2	ATPase, H+ transporting, V1 subunit B2	606939	ATP6V1B2	526	ENSG00000147416,ENST00000276390.7	Zimmermann-Laband syndrome 2	616455	Autosomal dominant	3	Atp6v1b2
18q21.31	18:57646425-57803821	ATP8B1, FIC1, BRIC, PFIC1, ICP1	ATPase, class I, type 8B, member 1	602397	ATP8B1	5205	ENSG00000081923,ENST00000648908.2	Cholestasis, benign recurrent intrahepatic	243300	Autosomal recessive	3	Atp8b1
18q21.31	18:57646425-57803821	ATP8B1, FIC1, BRIC, PFIC1, ICP1	ATPase, class I, type 8B, member 1	602397	ATP8B1	5205	ENSG00000081923,ENST00000648908.2	Cholestasis, intrahepatic, of pregnancy, 1	147480	Autosomal dominant	3	Atp8b1
18q21.31	18:57646425-57803821	ATP8B1, FIC1, BRIC, PFIC1, ICP1	ATPase, class I, type 8B, member 1	602397	ATP8B1	5205	ENSG00000081923,ENST00000648908.2	Cholestasis, progressive familial intrahepatic 1	211600	Autosomal recessive	3	Atp8b1
Xq21.1	X:77504877-77786234	ATRX, XH2, XNP, SHS, SFM1, MRXHF1	ATR-X gene (helicase 2; X-linked nuclear protein)	300032	ATRX	546	ENSG00000085224,ENST00000373344.10	Alpha-thalassemia myelodysplasia syndrome, somatic	300448		3	Atrx
Xq21.1	X:77504877-77786234	ATRX, XH2, XNP, SHS, SFM1, MRXHF1	ATR-X gene (helicase 2; X-linked nuclear protein)	300032	ATRX	546	ENSG00000085224,ENST00000373344.10	Alpha-thalassemia/mental retardation syndrome	301040	X-linked dominant	3	Atrx
Xq21.1	X:77504877-77786234	ATRX, XH2, XNP, SHS, SFM1, MRXHF1	ATR-X gene (helicase 2; X-linked nuclear protein)	300032	ATRX	546	ENSG00000085224,ENST00000373344.10	Mental retardation-hypotonic facies syndrome, X-linked	309580	X-linked recessive	3	Atrx
14q32.12	14:92058551-92106620	ATXN3, MJD, SCA3	Ataxin-3 (josephin)	607047	ATXN3	4287	ENSG00000066427,ENST00000503767.5	Machado-Joseph disease	109150	Autosomal dominant	3	Atxn3
9q22.31	9:91213814-91361968	AUH	AU-specific RNA-binding protein (3-methylglutaconyl-CoA hydratase)	600529	AUH	549	ENSG00000148090,ENST00000303617.5	3-methylglutaconic aciduria, type I	250950	Autosomal recessive	3	Auh
12q14.1	12:57797375-57818703	AVIL, NPHS21	Advillin	613397	AVIL	10677	ENSG00000135407,ENST00000257861.7	Nephrotic syndrome, type 21	618594	Autosomal recessive	3	Avil
15q21.1	15:44711491-44718144	B2M, IMD43	Beta-2-microglobulin	109700	B2M	567	ENSG00000166710,ENST00000648006.2	?Amyloidosis, familial visceral	105200	Autosomal dominant	3	B2m
15q21.1	15:44711491-44718144	B2M, IMD43	Beta-2-microglobulin	109700	B2M	567	ENSG00000166710,ENST00000648006.2	Immunodeficiency 43	241600	Autosomal recessive	3	B2m
